recip_state,fips,time,counts_spatial,counts_opt_model,cdc_reported,state_totals
OR,41013,18,12620,11499,12518,2952010
OR,41015,1,0,179,0,11
OR,41015,2,415,374,212,82796
OR,41015,3,2000,769,1418,366394
OR,41015,4,4228,1528,3256,724495
OR,41015,5,7956,2852,6394,1292509
OR,41015,6,12409,4812,8710,1934371
OR,41015,7,12515,7111,9761,2270981
OR,41015,8,12515,9173,10113,2364440
OR,41015,9,12515,10622,10518,2452857
OR,41015,10,12515,11474,11146,2566668
OR,41015,11,12516,11924,11621,2652286
OR,41015,12,12581,12148,11962,2701913
OR,41015,13,12975,12256,12251,2805578
OR,41015,14,13195,12308,12472,2862932
OR,41015,15,13331,12333,12576,2897802
OR,41015,16,13408,12344,12646,2917435
OR,41015,17,13491,12350,12806,2936965
OR,41015,18,13556,12352,12914,2952010
OR,41017,1,0,1335,0,11
OR,41017,2,3147,2830,4443,82796
OR,41017,3,15401,5920,27826,366394
OR,41017,4,33366,12058,39957,724495
OR,41017,5,65117,23341,66165,1292509
OR,41017,6,106767,41402,95831,1934371
OR,41017,7,124567,64769,107314,2270981
OR,41017,8,124567,87898,110962,2364440
OR,41017,9,124567,105456,114989,2452857
OR,41017,10,124567,116286,119829,2566668
OR,41017,11,128079,122134,123072,2652286
OR,41017,12,129529,125066,125501,2701913
OR,41017,13,133906,126482,130777,2805578
OR,41017,14,136315,127153,133702,2862932
OR,41017,15,137792,127469,135217,2897802
OR,41017,16,138621,127616,135915,2917435
OR,41017,17,139490,127685,136727,2936965
OR,41017,18,140170,127717,137601,2952010
OR,41019,1,0,2458,0,11
OR,41019,2,5066,4556,1064,82796
OR,41019,3,21245,8166,6951,366394
OR,41019,4,38330,13852,16732,724495
OR,41019,5,56056,21665,30525,1292509
OR,41019,6,56056,30606,38792,1934371
OR,41019,7,56056,38928,44703,2270981
OR,41019,8,56056,45309,46450,2364440
OR,41019,9,56058,49512,48590,2452857
OR,41019,10,56058,52012,52201,2566668
OR,41019,11,56058,53408,54692,2652286
OR,41019,12,56094,54161,55434,2701913
OR,41019,13,57762,54560,56431,2805578
OR,41019,14,58714,54768,57412,2862932
OR,41019,15,59321,54877,57938,2897802
OR,41019,16,59671,54934,58229,2917435
OR,41019,17,60044,54963,58593,2936965
OR,41019,18,60338,54978,58991,2952010
OR,41021,1,0,44,0,11
OR,41021,2,88,80,0,82796
OR,41021,3,359,138,154,366394
OR,41021,4,625,226,276,724495
OR,41021,5,870,344,511,1292509
OR,41021,6,870,477,564,1934371
OR,41021,7,870,602,646,2270981
OR,41021,8,870,699,677,2364440
OR,41021,9,870,765,698,2452857
OR,41021,10,870,806,733,2566668
OR,41021,11,870,829,763,2652286
OR,41021,12,872,842,803,2701913
OR,41021,13,898,849,831,2805578
OR,41021,14,914,853,844,2862932
OR,41021,15,924,855,850,2897802
OR,41021,16,930,857,859,2917435
OR,41021,17,936,857,864,2936965
OR,41021,18,941,858,868,2952010
OR,41023,1,0,181,0,11
OR,41023,2,389,350,51,82796
OR,41023,3,1670,642,474,366394
OR,41023,4,2996,1083,819,724495
OR,41023,5,3209,1627,2136,1292509
OR,41023,6,3209,2156,2397,1934371
OR,41023,7,3209,2561,2617,2270981
OR,41023,8,3209,2819,2684,2364440
OR,41023,9,3209,2965,2761,2452857
OR,41023,10,3209,3041,2913,2566668
OR,41023,11,3209,3080,3037,2652286
OR,41023,12,3209,3099,3109,2701913
OR,41023,13,3291,3109,3174,2805578
OR,41023,14,3338,3114,3228,2862932
OR,41023,15,3368,3116,3250,2897802
OR,41023,16,3385,3117,3258,2917435
OR,41023,17,3405,3117,3264,2936965
OR,41023,18,3422,3118,3278,2952010
OR,41025,1,0,216,0,11
OR,41025,2,398,358,79,82796
OR,41025,3,1495,575,911,366394
OR,41025,4,2448,885,1354,724495
OR,41025,5,3223,1281,1994,1292509
OR,41025,6,3223,1725,2238,1934371
OR,41025,7,3223,2153,2443,2270981
OR,41025,8,3223,2512,2560,2364440
OR,41025,9,3223,2777,2678,2452857
OR,41025,10,3223,2957,2889,2566668
OR,41025,11,3223,3071,3094,2652286
OR,41025,12,3253,3141,3204,2701913
OR,41025,13,3368,3182,3291,2805578
OR,41025,14,3438,3207,3338,2862932
OR,41025,15,3482,3221,3374,2897802
OR,41025,16,3507,3229,3392,2917435
OR,41025,17,3533,3234,3404,2936965
OR,41025,18,3551,3236,3421,2952010
OR,41027,1,0,239,0,11
OR,41027,2,580,522,292,82796
OR,41027,3,2906,1117,2053,366394
OR,41027,4,6361,2299,4802,724495
OR,41027,5,12250,4391,10420,1292509
OR,41027,6,17619,7435,13769,1934371
OR,41027,7,17619,10808,15346,2270981
OR,41027,8,17619,13583,15940,2364440
OR,41027,9,17619,15358,16506,2452857
OR,41027,10,17619,16318,17135,2566668
OR,41027,11,17619,16791,17619,2652286
OR,41027,12,17619,17013,18043,2701913
OR,41027,13,18119,17115,18908,2805578
OR,41027,14,18397,17161,19322,2862932
OR,41027,15,18573,17182,19603,2897802
OR,41027,16,18673,17191,19757,2917435
OR,41027,17,18785,17196,19927,2936965
OR,41027,18,18873,17197,20032,2952010
OR,41029,1,0,2394,0,11
OR,41029,2,4937,4440,3577,82796
OR,41029,3,21122,8119,20334,366394
OR,41029,4,40076,14483,32771,724495
OR,41029,5,69157,24789,55232,1292509
OR,41029,6,102679,39817,83318,1934371
OR,41029,7,111088,58685,94966,2270981
OR,41029,8,111088,78387,98507,2364440
OR,41029,9,111088,95368,103598,2452857
OR,41029,10,117759,107747,111961,2566668
OR,41029,11,121456,115714,117216,2652286
OR,41029,12,124734,120437,119788,2701913
OR,41029,13,130327,123102,123450,2805578
OR,41029,14,133541,124564,125767,2862932
OR,41029,15,135505,125353,127077,2897802
OR,41029,16,136627,125776,127904,2917435
OR,41029,17,137651,126001,128726,2936965
OR,41029,18,138418,126121,129388,2952010
OR,41031,1,0,739,0,11
OR,41031,2,1368,1231,501,82796
OR,41031,3,5200,1999,2511,366394
OR,41031,4,8641,3123,5177,724495
OR,41031,5,12903,4625,7928,1292509
OR,41031,6,13097,6401,9941,1934371
OR,41031,7,13097,8223,11217,2270981
OR,41031,8,13097,9840,11856,2364440
OR,41031,9,13097,11099,12439,2452857
OR,41031,10,13097,11984,13164,2566668
OR,41031,11,13185,12562,13747,2652286
OR,41031,12,13383,12922,14047,2701913
OR,41031,13,13910,13139,14714,2805578
OR,41031,14,14223,13267,15070,2862932
OR,41031,15,14423,13343,15350,2897802
OR,41031,16,14541,13387,15534,2917435
OR,41031,17,14652,13412,15661,2936965
OR,41031,18,14736,13427,15759,2952010
OR,41033,1,0,1187,0,11
OR,41033,2,2414,2171,666,82796
OR,41033,3,10143,3899,6025,366394
OR,41033,4,18758,6779,11152,724495
OR,41033,5,31237,11197,22651,1292509
OR,41033,6,42606,17176,29146,1934371
OR,41033,7,42606,24027,32585,2270981
OR,41033,8,42606,30531,33992,2364440
OR,41033,9,42606,35691,35744,2452857
OR,41033,10,42606,39232,39074,2566668
OR,41033,11,43483,41427,40883,2652286
OR,41033,12,44227,42703,41671,2701913
OR,41033,13,45966,43418,42508,2805578
OR,41033,14,46966,43809,43027,2862932
OR,41033,15,47586,44021,43403,2897802
OR,41033,16,47942,44135,43619,2917435
OR,41033,17,48282,44196,43872,2936965
OR,41033,18,48541,44229,44058,2952010
OR,41035,1,0,2268,0,11
OR,41035,2,4101,3688,1642,82796
OR,41035,3,15154,5825,4970,366394
OR,41035,4,24386,8813,12440,724495
OR,41035,5,31603,12596,17660,1292509
OR,41035,6,31603,16823,22339,1934371
OR,41035,7,31603,20936,25383,2270981
OR,41035,8,31603,24433,26594,2364440
OR,41035,9,31603,27081,27708,2452857
OR,41035,10,31603,28916,29729,2566668
OR,41035,11,31603,30110,31585,2652286
OR,41035,12,31957,30856,32456,2701913
OR,41035,13,33148,31310,33250,2805578
OR,41035,14,33858,31582,33763,2862932
OR,41035,15,34315,31744,34205,2897802
OR,41035,16,34586,31839,34411,2917435
OR,41035,17,34844,31895,34632,2936965
OR,41035,18,35041,31928,34808,2952010
OR,41037,1,0,302,0,11
OR,41037,2,539,485,80,82796
OR,41037,3,1953,751,614,366394
OR,41037,4,3041,1099,1277,724495
OR,41037,5,3088,1503,1897,1292509
OR,41037,6,3088,1911,2148,1934371
OR,41037,7,3088,2268,2341,2270981
OR,41037,8,3088,2544,2452,2364440
OR,41037,9,3088,2737,2602,2452857
OR,41037,10,3088,2863,2759,2566668
OR,41037,11,3088,2942,2885,2652286
OR,41037,12,3095,2989,2948,2701913
OR,41037,13,3194,3017,3018,2805578
OR,41037,14,3252,3034,3054,2862932
OR,41037,15,3290,3044,3081,2897802
OR,41037,16,3312,3049,3104,2917435
OR,41037,17,3335,3053,3107,2936965
OR,41037,18,3353,3055,3125,2952010
OR,41039,1,0,2863,0,11
OR,41039,2,6718,6042,6938,82796
OR,41039,3,32694,12567,23692,366394
OR,41039,4,70285,25400,67684,724495
OR,41039,5,135655,48625,128270,1292509
OR,41039,6,219115,84968,179961,1934371
OR,41039,7,247187,130644,207381,2270981
OR,41039,8,247187,174530,214340,2364440
OR,41039,9,247187,207068,221717,2452857
OR,41039,10,247187,226851,232738,2566668
OR,41039,11,249247,237463,239848,2652286
OR,41039,12,251438,242775,243883,2701913
OR,41039,13,259744,245343,249215,2805578
OR,41039,14,264331,246562,252974,2862932
OR,41039,15,267152,247137,255320,2897802
OR,41039,16,268750,247407,256793,2917435
OR,41039,17,270418,247533,258326,2936965
OR,41039,18,271733,247592,259460,2952010
OR,41041,1,0,626,0,11
OR,41041,2,1496,1346,735,82796
OR,41041,3,7334,2819,4872,366394
OR,41041,4,15532,5613,9692,724495
OR,41041,5,28492,10213,19641,1292509
OR,41041,6,33080,16277,25735,1934371
OR,41041,7,33080,22294,28419,2270981
OR,41041,8,33080,26796,29300,2364440
OR,41041,9,33080,29504,30219,2452857
OR,41041,10,33080,30925,31620,2566668
OR,41041,11,33080,31617,32517,2652286
OR,41041,12,33080,31941,33143,2701913
OR,41041,13,33975,32091,34030,2805578
OR,41041,14,34477,32160,34718,2862932
OR,41041,15,34798,32191,35058,2897802
OR,41041,16,34982,32205,35254,2917435
OR,41041,17,35190,32212,35571,2936965
OR,41041,18,35356,32215,35785,2952010
OR,41043,1,0,1750,0,11
OR,41043,2,3590,3229,1924,82796
OR,41043,3,15219,5850,8513,366394
OR,41043,4,28410,10267,20396,724495
OR,41043,5,47758,17119,32676,1292509
OR,41043,6,66695,26494,46904,1934371
OR,41043,7,66695,37331,54361,2270981
OR,41043,8,66695,47669,56988,2364440
OR,41043,9,66695,55871,59510,2452857
OR,41043,10,66695,61480,63548,2566668
OR,41043,11,68157,64935,66497,2652286
OR,41043,12,69318,66930,67617,2701913
OR,41043,13,72030,68037,69088,2805578
OR,41043,14,73587,68640,70347,2862932
OR,41043,15,74548,68963,71171,2897802
OR,41043,16,75100,69136,71708,2917435
OR,41043,17,75628,69228,72143,2936965
OR,41043,18,76032,69277,72448,2952010
OR,41045,1,0,1004,0,11
OR,41045,2,1732,1558,223,82796
OR,41045,3,6139,2360,1927,366394
OR,41045,4,9577,3461,4383,724495
OR,41045,5,13094,4861,6994,1292509
OR,41045,6,13094,6480,8633,1934371
OR,41045,7,13094,8156,9496,2270981
OR,41045,8,13094,9707,10005,2364440
OR,41045,9,13094,10997,10683,2452857
OR,41045,10,13094,11981,11792,2566668
OR,41045,11,13310,12681,12772,2652286
OR,41045,12,13624,13155,13247,2701913
OR,41045,13,14256,13466,13778,2805578
OR,41045,14,14650,13666,14166,2862932
OR,41045,15,14909,13792,14422,2897802
OR,41045,16,15067,13871,14642,2917435
OR,41045,17,15207,13920,14752,2936965
OR,41045,18,15311,13951,14816,2952010
OR,41047,1,0,5217,0,11
OR,41047,2,10024,9015,7670,82796
OR,41047,3,39969,15363,32073,366394
OR,41047,4,70822,25594,58977,724495
OR,41047,5,114800,41150,93092,1292509
OR,41047,6,162015,62826,134314,1934371
OR,41047,7,167596,89625,160653,2270981
OR,41047,8,167596,118261,169614,2364440
OR,41047,9,172451,144462,177487,2452857
OR,41047,10,172451,165243,188846,2566668
OR,41047,11,188869,179937,197445,2652286
OR,41047,12,196264,189502,201490,2701913
OR,41047,13,206867,195398,207956,2805578
OR,41047,14,213247,198912,212311,2862932
OR,41047,15,217238,200963,216053,2897802
OR,41047,16,219585,202146,218152,2917435
OR,41047,17,221577,202824,219605,2936965
OR,41047,18,223026,203211,220678,2952010
OR,41049,1,0,404,0,11
OR,41049,2,718,646,116,82796
OR,41049,3,2614,1005,642,366394
OR,41049,4,4164,1505,1370,724495
OR,41049,5,5496,2138,3308,1292509
OR,41049,6,5496,2854,3908,1934371
OR,41049,7,5496,3567,4349,2270981
OR,41049,8,5496,4191,4569,2364440
OR,41049,9,5496,4680,4874,2452857
OR,41049,10,5496,5029,5306,2566668
OR,41049,11,5525,5264,5686,2652286
OR,41049,12,5608,5415,5870,2701913
OR,41049,13,5832,5509,6042,2805578
OR,41049,14,5967,5566,6252,2862932
OR,41049,15,6054,5601,6397,2897802
OR,41049,16,6107,5622,6455,2917435
OR,41049,17,6156,5635,6493,2936965
OR,41049,18,6193,5643,6507,2952010
OR,41051,1,0,1789,0,11
OR,41051,2,4612,4148,22703,82796
OR,41051,3,24900,9571,81270,366394
OR,41051,4,60391,21824,155076,724495
OR,41051,5,135278,48490,271213,1292509
OR,41051,6,263154,102047,434248,1934371
OR,41051,7,387981,194162,512900,2270981
OR,41051,8,446107,317117,533041,2364440
OR,41051,9,483270,435602,549029,2452857
OR,41051,10,557514,518874,565120,2566668
OR,41051,11,593344,565291,579688,2652286
OR,41051,12,608857,587880,589564,2701913
OR,41051,13,633257,598146,616893,2805578
OR,41051,14,646087,602667,628813,2862932
OR,41051,15,653597,604630,635763,2897802
OR,41051,16,657692,605477,640165,2917435
OR,41051,17,661850,605841,644633,2936965
OR,41051,18,665087,605998,648373,2952010
OR,41053,1,0,958,0,11
OR,41053,2,2001,1800,1852,82796
OR,41053,3,8671,3333,9397,366394
OR,41053,4,16647,6016,16828,724495
OR,41053,5,28989,10391,25824,1292509
OR,41053,6,43267,16778,36124,1934371
OR,41053,7,46608,24731,41922,2270981
OR,41053,8,46608,32888,43679,2364440
OR,41053,9,47450,39749,45277,2452857
OR,41053,10,48766,44620,47807,2566668
OR,41053,11,50044,47678,49809,2652286
OR,41053,12,51216,49451,50652,2701913
OR,41053,13,53392,50432,52249,2805578
OR,41053,14,54634,50961,53236,2862932
OR,41053,15,55393,51243,53979,2897802
OR,41053,16,55824,51391,54361,2917435
OR,41053,17,56227,51469,54683,2936965
OR,41053,18,56532,51510,54912,2952010
OR,41055,1,0,36,0,11
OR,41055,2,76,69,0,82796
OR,41055,3,335,129,150,366394
OR,41055,4,622,225,345,724495
OR,41055,5,924,361,564,1292509
OR,41055,6,924,517,696,1934371
OR,41055,7,924,658,767,2270981
OR,41055,8,924,762,799,2364440
OR,41055,9,924,827,829,2452857
OR,41055,10,924,863,890,2566668
OR,41055,11,924,883,941,2652286
OR,41055,12,924,893,969,2701913
OR,41055,13,950,898,1000,2805578
OR,41055,14,965,901,1014,2862932
OR,41055,15,975,902,1022,2897802
OR,41055,16,980,903,1024,2917435
OR,41055,17,986,903,1029,2936965
OR,41055,18,991,903,1034,2952010
OR,41057,1,0,390,0,11
OR,41057,2,902,812,289,82796
OR,41057,3,4277,1644,1342,366394
OR,41057,4,8722,3152,4021,724495
OR,41057,5,15383,5514,8226,1292509
OR,41057,6,16491,8484,12299,1934371
OR,41057,7,16491,11335,13750,2270981
OR,41057,8,16491,13447,14134,2364440
OR,41057,9,16491,14728,14628,2452857
OR,41057,10,16491,15415,15716,2566668
OR,41057,11,16491,15758,16306,2652286
OR,41057,12,16491,15923,16511,2701913
OR,41057,13,16941,16002,16848,2805578
OR,41057,14,17193,16038,17110,2862932
OR,41057,15,17356,16056,17280,2897802
OR,41057,16,17449,16064,17361,2917435
OR,41057,17,17553,16068,17484,2936965
OR,41057,18,17635,16069,17584,2952010
OR,41059,1,0,2394,0,11
OR,41059,2,4267,3838,1157,82796
OR,41059,3,15638,6011,6059,366394
OR,41059,4,25183,9101,12074,724495
OR,41059,5,36689,13151,19525,1292509
OR,41059,6,37276,17936,24387,1934371
OR,41059,7,37276,22939,29042,2270981
OR,41059,8,37276,27544,30800,2364440
OR,41059,9,37276,31311,33437,2452857
OR,41059,10,37276,34107,36261,2566668
OR,41059,11,37824,36036,38650,2652286
OR,41059,12,38632,37301,39674,2701913
OR,41059,13,40338,38102,41194,2805578
OR,41059,14,41380,38599,42067,2862932
OR,41059,15,42054,38903,42745,2897802
OR,41059,16,42460,39088,43218,2917435
OR,41059,17,42823,39199,43527,2936965
OR,41059,18,43094,39266,43759,2952010
OR,41061,1,0,615,0,11
OR,41061,2,1204,1083,310,82796
OR,41061,3,4815,1851,1564,366394
OR,41061,4,8367,3024,4242,724495
OR,41061,5,12764,4623,6529,1292509
OR,41061,6,12764,6501,8486,1934371
OR,41061,7,12764,8356,9467,2270981
OR,41061,8,12764,9898,9916,2364440
OR,41061,9,12764,11008,10432,2452857
OR,41061,10,12764,11727,11300,2566668
OR,41061,11,12764,12161,11942,2652286
OR,41061,12,12852,12411,12257,2701913
OR,41061,13,13289,12553,12683,2805578
OR,41061,14,13541,12631,12906,2862932
OR,41061,15,13701,12675,13053,2897802
OR,41061,16,13793,12698,13132,2917435
OR,41061,17,13887,12712,13220,2936965
OR,41061,18,13959,12719,13311,2952010
OR,41063,1,11,166,0,11
OR,41063,2,350,315,92,82796
OR,41063,3,1506,579,659,366394
OR,41063,4,2767,1000,1398,724495
OR,41063,5,3878,1577,2446,1292509
OR,41063,6,3878,2221,3074,1934371
OR,41063,7,3878,2795,3377,2270981
OR,41063,8,3878,3214,3449,2364440
OR,41063,9,3878,3475,3585,2452857
OR,41063,10,3878,3624,3768,2566668
OR,41063,11,3878,3704,3915,2652286
OR,41063,12,3878,3745,4028,2701913
OR,41063,13,3987,3766,4129,2805578
OR,41063,14,4049,3777,4182,2862932
OR,41063,15,4088,3782,4220,2897802
OR,41063,16,4111,3785,4247,2917435
OR,41063,17,4137,3787,4278,2936965
OR,41063,18,4156,3787,4289,2952010
OR,41065,1,0,596,0,11
OR,41065,2,1187,1068,457,82796
OR,41065,3,4857,1867,2344,366394
OR,41065,4,8675,3135,4966,724495
OR,41065,5,13823,4955,8395,1292509
OR,41065,6,15550,7221,11620,1934371
OR,41065,7,15550,9594,13193,2270981
OR,41065,8,15550,11667,13911,2364440
OR,41065,9,15550,13211,14511,2452857
OR,41065,10,15550,14228,15253,2566668
OR,41065,11,15584,14847,15924,2652286
OR,41065,12,15746,15204,16227,2701913
OR,41065,13,16308,15404,16754,2805578
OR,41065,14,16633,15515,17050,2862932
OR,41065,15,16836,15575,17295,2897802
OR,41065,16,16954,15608,17419,2917435
OR,41065,17,17070,15626,17589,2936965
OR,41065,18,17160,15636,17687,2952010
OR,41067,1,0,1815,0,11
OR,41067,2,4505,4052,10792,82796
OR,41067,3,23378,8986,48511,366394
OR,41067,4,54369,19648,90674,724495
OR,41067,5,116291,41684,169463,1292509
OR,41067,6,214893,83331,291713,1934371
OR,41067,7,300125,150195,356108,2270981
OR,41067,8,331308,233780,371962,2364440
OR,41067,9,371096,310866,384586,2452857
OR,41067,10,398269,364407,397709,2566668
OR,41067,11,414285,394698,407487,2652286
OR,41067,12,424432,409880,414845,2701913
OR,41067,13,441505,417027,437084,2805578
OR,41067,14,450582,420293,447130,2862932
OR,41067,15,455924,421765,453494,2897802
OR,41067,16,458816,422424,456672,2917435
OR,41067,17,461800,422718,459510,2936965
OR,41067,18,464077,422849,461703,2952010
OR,41069,1,0,19,0,11
OR,41069,2,45,41,0,82796
OR,41069,3,221,85,383,366394
OR,41069,4,451,163,462,724495
OR,41069,5,671,278,540,1292509
OR,41069,6,671,407,571,1934371
OR,41069,7,671,513,608,2270981
OR,41069,8,671,581,629,2364440
OR,41069,9,671,618,643,2452857
OR,41069,10,671,635,675,2566668
OR,41069,11,671,644,698,2652286
OR,41069,12,671,648,704,2701913
OR,41069,13,687,649,713,2805578
OR,41069,14,696,650,720,2862932
OR,41069,15,702,650,722,2897802
OR,41069,16,706,650,723,2917435
OR,41069,17,711,651,724,2936965
OR,41069,18,714,651,727,2952010
OR,41071,1,0,1156,0,11
OR,41071,2,2478,2229,1365,82796
OR,41071,3,11005,4230,6931,366394
OR,41071,4,21575,7797,15748,724495
OR,41071,5,38159,13678,30052,1292509
OR,41071,6,57311,22224,43290,1934371
OR,41071,7,60665,32609,51378,2270981
OR,41071,8,60665,42808,53580,2364440
OR,41071,9,60665,50927,55695,2452857
OR,41071,10,61617,56378,58670,2566668
OR,41071,11,62591,59632,61091,2652286
OR,41071,12,63632,61440,62593,2701913
OR,41071,13,66068,62404,64750,2805578
OR,41071,14,67442,62908,66033,2862932
OR,41071,15,68285,63168,66954,2897802
OR,41071,16,68762,63301,67449,2917435
OR,41071,17,69227,63369,67919,2936965
OR,41071,18,69586,63404,68208,2952010
RI,44001,1,0,254,0,0
RI,44001,2,537,559,1123,18111
RI,44001,3,1882,1219,2495,54671
RI,44001,4,7685,2599,10041,194595
RI,44001,5,15885,5295,17863,355988
RI,44001,6,25018,9918,24938,507998
RI,44001,7,30642,16330,28411,582188
RI,44001,8,32973,23022,29227,609206
RI,44001,9,37141,28222,32412,687956
RI,44001,10,38220,31412,33307,723947
RI,44001,11,38743,33094,33976,751862
RI,44001,12,38918,33910,34673,770130
RI,44001,13,40511,34290,36617,812168
RI,44001,14,41430,34464,37385,837505
RI,44001,15,42084,34543,37828,855078
RI,44001,16,42416,34578,38025,864415
RI,44001,17,42810,34594,38244,873971
RI,44001,18,43169,34601,38490,882193
RI,44003,1,0,1163,0,0
RI,44003,2,2347,2442,3201,18111
RI,44003,3,7816,5063,9051,54671
RI,44003,4,30275,10237,34086,194595
RI,44003,5,59209,19736,58002,355988
RI,44003,6,88426,35055,82612,507998
RI,44003,7,103674,55250,93952,582188
RI,44003,8,108591,75820,97343,609206
RI,44003,9,121000,91940,108639,687956
RI,44003,10,124315,102170,113343,723947
RI,44003,11,126221,107819,116366,751862
RI,44003,12,127055,110702,118537,770130
RI,44003,13,132455,112114,123372,812168
RI,44003,14,135585,112791,126049,837505
RI,44003,15,137808,113113,127435,855078
RI,44003,16,138939,113265,128241,864415
RI,44003,17,140254,113337,128937,873971
RI,44003,18,141444,113371,129538,882193
RI,44005,1,0,405,0,0
RI,44005,2,924,961,1321,18111
RI,44005,3,3477,2252,3339,54671
RI,44005,4,15151,5123,15883,194595
RI,44005,5,32794,10931,30378,355988
RI,44005,6,52299,20733,43738,507998
RI,44005,7,62135,33113,48914,582188
RI,44005,8,63145,44089,50259,609206
RI,44005,9,65707,51160,55110,687956
RI,44005,10,65707,54826,56926,723947
RI,44005,11,65707,56515,58422,751862
RI,44005,12,65707,57250,59398,770130
RI,44005,13,68006,57562,61858,812168
RI,44005,14,69352,57693,59648,837505
RI,44005,15,70356,57748,60744,855078
RI,44005,16,70866,57771,61049,864415
RI,44005,17,71502,57780,61799,873971
RI,44005,18,72093,57784,62367,882193
RI,44007,1,0,7437,0,0
RI,44007,2,12711,13226,7951,18111
RI,44007,3,35917,23265,27496,54671
RI,44007,4,118771,40161,98920,194595
RI,44007,5,201656,67217,183606,355988
RI,44007,6,270596,107273,267089,507998
RI,44007,7,300567,160179,310196,582188
RI,44007,8,315717,220439,326937,609206
RI,44007,9,366542,278512,369335,687956
RI,44007,10,396823,326133,387107,723947
RI,44007,11,421767,360277,400940,751862
RI,44007,12,438968,382470,409786,770130
RI,44007,13,467838,395991,426063,812168
RI,44007,14,485532,403905,436889,837505
RI,44007,15,497597,408429,444057,855078
RI,44007,16,504136,410980,448477,864415
