recip_state,fips,time,counts_spatial,counts_opt_model,cdc_reported,state_totals
OK,40093,2,187,242,231,95545
OK,40093,3,852,396,1035,422715
OK,40093,4,1601,628,1697,776689
OK,40093,5,2595,951,2275,1218967
OK,40093,6,2907,1357,2477,1373133
OK,40093,7,3119,1802,2653,1526640
OK,40093,8,3119,2226,2743,1594799
OK,40093,9,3235,2578,2952,1741896
OK,40093,10,3356,2838,3233,1887145
OK,40093,11,3427,3015,3408,1983104
OK,40093,12,3461,3127,3539,2042487
OK,40093,13,3546,3197,3622,2119215
OK,40093,14,3625,3238,3713,2183804
OK,40093,15,3664,3263,3754,2217212
OK,40093,16,3690,3277,3802,2239391
OK,40093,17,3726,3286,3827,2264685
OK,40093,18,3750,3291,3839,2281912
OK,40095,1,1,727,0,132
OK,40095,2,852,1104,234,95545
OK,40095,3,3499,1626,1670,422715
OK,40095,4,5856,2297,2990,776689
OK,40095,5,7369,3084,4303,1218967
OK,40095,6,7369,3915,4879,1373133
OK,40095,7,7369,4697,5245,1526640
OK,40095,8,7369,5360,5447,1594799
OK,40095,9,7369,5872,5866,1741896
OK,40095,10,7371,6241,6325,1887145
OK,40095,11,7371,6493,6790,1983104
OK,40095,12,7371,6660,6978,2042487
OK,40095,13,7505,6767,7218,2119215
OK,40095,14,7654,6836,7357,2183804
OK,40095,15,7724,6878,7470,2217212
OK,40095,16,7775,6905,7537,2239391
OK,40095,17,7849,6922,7601,2264685
OK,40095,18,7900,6932,7655,2281912
OK,40097,1,2,1588,0,132
OK,40097,2,1842,2387,743,95545
OK,40097,3,7531,3499,3641,422715
OK,40097,4,12631,4954,6999,776689
OK,40097,5,17285,6717,9540,1218967
OK,40097,6,17285,8663,10525,1373133
OK,40097,7,17285,10601,11634,1526640
OK,40097,8,17285,12344,12338,1594799
OK,40097,9,17285,13773,13420,1741896
OK,40097,10,17571,14858,15007,1887145
OK,40097,11,17773,15635,15807,1983104
OK,40097,12,17897,16169,16315,2042487
OK,40097,13,18330,16526,16872,2119215
OK,40097,14,18764,16759,17376,2183804
OK,40097,15,18989,16909,17611,2217212
OK,40097,16,19148,17005,17780,2239391
OK,40097,17,19354,17067,17966,2264685
OK,40097,18,19495,17106,18077,2281912
OK,40099,1,1,412,0,132
OK,40099,2,540,699,243,95545
OK,40099,3,2462,1144,1509,422715
OK,40099,4,4533,1778,2863,776689
OK,40099,5,6533,2578,3818,1218967
OK,40099,6,6533,3448,4349,1373133
OK,40099,7,6533,4251,4647,1526640
OK,40099,8,6533,4888,4794,1594799
OK,40099,9,6533,5336,5113,1741896
OK,40099,10,6533,5624,5524,1887145
OK,40099,11,6533,5800,5733,1983104
OK,40099,12,6533,5903,5906,2042487
OK,40099,13,6614,5963,6062,2119215
OK,40099,14,6713,5996,6167,2183804
OK,40099,15,6756,6016,6237,2217212
OK,40099,16,6785,6026,6283,2239391
OK,40099,17,6840,6032,6324,2264685
OK,40099,18,6879,6036,6338,2281912
OK,40101,1,3,2195,0,132
OK,40101,2,2601,3371,1666,95545
OK,40101,3,10919,5073,7192,422715
OK,40101,4,18916,7419,12269,776689
OK,40101,5,28501,10442,18485,1218967
OK,40101,6,30037,14021,20122,1373133
OK,40101,7,30182,17852,22416,1526640
OK,40101,8,30182,21538,23429,1594799
OK,40101,9,31043,24735,25956,1741896
OK,40101,10,32252,27271,28983,1887145
OK,40101,11,33128,29142,30662,1983104
OK,40101,12,33704,30450,31736,2042487
OK,40101,13,34752,31331,32974,2119215
OK,40101,14,35727,31909,33949,2183804
OK,40101,15,36254,32282,34591,2217212
OK,40101,16,36618,32520,34935,2239391
OK,40101,17,37049,32671,35299,2264685
OK,40101,18,37342,32766,35526,2281912
OK,40103,1,1,173,0,132
OK,40103,2,235,304,158,95545
OK,40103,3,1127,524,1723,422715
OK,40103,4,2241,879,2508,776689
OK,40103,5,3843,1408,3817,1218967
OK,40103,6,4539,2119,4507,1373133
OK,40103,7,5137,2947,4770,1526640
OK,40103,8,5278,3767,4962,1594799
OK,40103,9,5593,4457,5435,1741896
OK,40103,10,5869,4963,5953,1887145
OK,40103,11,6022,5298,6208,1983104
OK,40103,12,6022,5505,6367,2042487
OK,40103,13,6241,5627,6583,2119215
OK,40103,14,6379,5698,6797,2183804
OK,40103,15,6444,5738,6863,2217212
OK,40103,16,6485,5760,6929,2239391
OK,40103,17,6546,5773,6978,2264685
OK,40103,18,6587,5780,7012,2281912
OK,40105,1,1,309,0,132
OK,40105,2,372,482,98,95545
OK,40105,3,1577,733,603,422715
OK,40105,4,2751,1079,1316,776689
OK,40105,5,4137,1516,2139,1218967
OK,40105,6,4197,2017,2428,1373133
OK,40105,7,4197,2529,2706,1526640
OK,40105,8,4197,2995,2841,1594799
OK,40105,9,4236,3376,3048,1741896
OK,40105,10,4329,3661,3504,1887145
OK,40105,11,4389,3861,3737,1983104
OK,40105,12,4421,3995,3909,2042487
OK,40105,13,4526,4081,4115,2119215
OK,40105,14,4630,4136,4251,2183804
OK,40105,15,4684,4171,4310,2217212
OK,40105,16,4720,4192,4372,2239391
OK,40105,17,4768,4205,4430,2264685
OK,40105,18,4801,4213,4462,2281912
OK,40107,1,1,490,0,132
OK,40107,2,579,750,499,95545
OK,40107,3,2402,1116,1864,422715
OK,40107,4,4066,1595,2709,776689
OK,40107,5,5409,2171,3541,1218967
OK,40107,6,5409,2792,3789,1373133
OK,40107,7,5409,3390,4011,1526640
OK,40107,8,5409,3906,4145,1594799
OK,40107,9,5409,4310,4466,1741896
OK,40107,10,5444,4604,4849,1887145
OK,40107,11,5463,4806,5023,1983104
OK,40107,12,5467,4940,5162,2042487
OK,40107,13,5574,5026,5356,2119215
OK,40107,14,5689,5081,5483,2183804
OK,40107,15,5744,5115,5555,2217212
OK,40107,16,5783,5136,5593,2239391
OK,40107,17,5840,5150,5616,2264685
OK,40107,18,5878,5158,5648,2281912
OK,40109,1,11,9274,0,132
OK,40109,2,12440,16128,22784,95545
OK,40109,3,59730,27751,83951,422715
OK,40109,4,119610,46910,160041,776689
OK,40109,5,210328,77059,270307,1218967
OK,40109,6,259667,121207,310117,1373133
OK,40109,7,312899,179479,350451,1526640
OK,40109,8,331864,246690,367652,1594799
OK,40109,9,393009,313147,401433,1741896
OK,40109,10,437072,369568,432136,1887145
OK,40109,11,467900,411594,453835,1983104
OK,40109,12,486614,439946,467859,2042487
OK,40109,13,507809,457818,487259,2119215
OK,40109,14,524621,468606,499798,2183804
OK,40109,15,533323,474948,508553,2217212
OK,40109,16,538873,478620,513924,2239391
OK,40109,17,545143,480725,520886,2264685
OK,40109,18,549182,481927,525553,2281912
OK,40111,1,1,891,0,132
OK,40111,2,1057,1370,742,95545
OK,40111,3,4461,2073,4541,422715
OK,40111,4,7822,3068,6970,776689
OK,40111,5,12007,4399,9364,1218967
OK,40111,6,12978,6058,10205,1373133
OK,40111,7,13861,7951,11149,1526640
OK,40111,8,13861,9902,11538,1594799
OK,40111,9,14705,11717,12639,1741896
OK,40111,10,15669,13249,14161,1887145
OK,40111,11,16416,14441,14900,1983104
OK,40111,12,16945,15309,15260,2042487
OK,40111,13,17650,15913,15739,2119215
OK,40111,14,18272,16320,16022,2183804
OK,40111,15,18628,16587,16208,2217212
OK,40111,16,18872,16760,16323,2239391
OK,40111,17,19131,16871,16433,2264685
OK,40111,18,19308,16942,16530,2281912
OK,40113,1,1,698,0,132
OK,40113,2,863,1118,551,95545
OK,40113,3,3807,1769,3329,422715
OK,40113,4,6991,2742,5525,776689
OK,40113,5,11267,4128,8257,1218967
OK,40113,6,12781,5966,9059,1373133
OK,40113,7,14279,8191,9978,1526640
OK,40113,8,14857,10602,10432,1594799
OK,40113,9,16218,12923,12345,1741896
OK,40113,10,17639,14915,13670,1887145
OK,40113,11,18714,16462,14421,1983104
OK,40113,12,19452,17574,14979,2042487
OK,40113,13,20331,18330,15591,2119215
OK,40113,14,21075,18823,15893,2183804
OK,40113,15,21492,19137,16109,2217212
OK,40113,16,21770,19334,16240,2239391
OK,40113,17,22063,19456,16371,2264685
OK,40113,18,22260,19532,16478,2281912
OK,40115,1,2,1068,0,132
OK,40115,2,1239,1606,492,95545
OK,40115,3,5079,2360,2189,422715
OK,40115,4,8567,3360,4109,776689
OK,40115,5,12226,4593,5861,1218967
OK,40115,6,12226,5986,6493,1373133
OK,40115,7,12226,7410,7301,1526640
OK,40115,8,12226,8725,7733,1594799
OK,40115,9,12339,9832,9519,1741896
OK,40115,10,12643,10691,10250,1887145
OK,40115,11,12866,11318,10736,1983104
OK,40115,12,13011,11755,11106,2042487
OK,40115,13,13364,12049,11523,2119215
OK,40115,14,13709,12244,11802,2183804
OK,40115,15,13893,12371,11947,2217212
OK,40115,16,14022,12453,12052,2239391
OK,40115,17,14180,12505,12175,2264685
OK,40115,18,14289,12538,12266,2281912
OK,40117,1,1,357,0,132
OK,40117,2,450,583,232,95545
OK,40117,3,2010,934,1731,422715
OK,40117,4,3702,1452,2938,776689
OK,40117,5,5901,2162,4605,1218967
OK,40117,6,6527,3047,5099,1373133
OK,40117,7,6953,4021,5575,1526640
OK,40117,8,6953,4962,5816,1594799
OK,40117,9,6953,5762,6361,1741896
OK,40117,10,7533,6370,6959,1887145
OK,40117,11,7724,6795,7270,1983104
OK,40117,12,7831,7075,7474,2042487
OK,40117,13,8043,7252,7726,2119215
OK,40117,14,8241,7361,7892,2183804
OK,40117,15,8342,7428,7968,2217212
OK,40117,16,8409,7468,8050,2239391
OK,40117,17,8494,7491,8095,2264685
OK,40117,18,8554,7506,8139,2281912
OK,40119,1,2,1540,0,132
OK,40119,2,2109,2734,1414,95545
OK,40119,3,10204,4741,7448,422715
OK,40119,4,20173,7912,13108,776689
OK,40119,5,34026,12466,21310,1218967
OK,40119,6,38952,18182,26358,1373133
OK,40119,7,41575,24255,28510,1526640
OK,40119,8,41575,29668,29524,1594799
OK,40119,9,42402,33786,31739,1741896
OK,40119,10,43233,36556,34058,1887145
OK,40119,11,43473,38270,35548,1983104
OK,40119,12,43473,39276,36506,2042487
OK,40119,13,44199,39848,38078,2119215
OK,40119,14,44973,40167,38994,2183804
OK,40119,15,45308,40344,39476,2217212
OK,40119,16,45537,40441,39736,2239391
OK,40119,17,45920,40494,40189,2264685
OK,40119,18,46184,40524,40461,2281912
OK,40121,1,2,1776,0,132
OK,40121,2,2058,2668,706,95545
OK,40121,3,8400,3903,5194,422715
OK,40121,4,14049,5510,8612,776689
OK,40121,5,18791,7441,11358,1218967
OK,40121,6,18791,9550,12458,1373133
OK,40121,7,18791,11627,13366,1526640
OK,40121,8,18791,13474,13799,1594799
OK,40121,9,18791,14973,14920,1741896
OK,40121,10,19043,16102,16546,1887145
OK,40121,11,19217,16905,17562,1983104
OK,40121,12,19318,17453,18195,2042487
OK,40121,13,19763,17818,18982,2119215
OK,40121,14,20216,18056,19189,2183804
OK,40121,15,20449,18209,19476,2217212
OK,40121,16,20613,18306,19712,2239391
OK,40121,17,20829,18368,19829,2264685
OK,40121,18,20979,18408,19914,2281912
OK,40123,1,2,1004,0,132
OK,40123,2,1317,1707,1455,95545
OK,40123,3,6074,2822,4972,422715
OK,40123,4,11392,4468,9096,776689
OK,40123,5,18184,6662,11560,1218967
OK,40123,6,19515,9216,13196,1373133
OK,40123,7,19515,11760,14197,1526640
OK,40123,8,19515,13930,14736,1594799
OK,40123,9,19515,15550,15782,1741896
OK,40123,10,19637,16641,17091,1887145
OK,40123,11,19637,17328,17724,1983104
OK,40123,12,19637,17741,18131,2042487
OK,40123,13,19946,17983,18743,2119215
OK,40123,14,20290,18122,19075,2183804
OK,40123,15,20442,18202,19290,2217212
OK,40123,16,20546,18247,19444,2239391
OK,40123,17,20721,18273,19583,2264685
OK,40123,18,20841,18287,19699,2281912
OK,40125,1,3,2667,0,132
OK,40125,2,3132,4060,1365,95545
OK,40125,3,12993,6037,8263,422715
OK,40125,4,22155,8689,14076,776689
OK,40125,5,32328,11987,19236,1218967
OK,40125,6,32328,15729,21284,1373133
OK,40125,7,32328,19554,23601,1526640
OK,40125,8,32328,23069,24579,1594799
OK,40125,9,32629,25999,27161,1741896
OK,40125,10,33405,28246,29465,1887145
OK,40125,11,33949,29864,30964,1983104
OK,40125,12,34285,30975,32079,2042487
OK,40125,13,35178,31715,33216,2119215
OK,40125,14,36049,32197,34034,2183804
OK,40125,15,36507,32507,34586,2217212
OK,40125,16,36825,32704,35281,2239391
OK,40125,17,37227,32828,35997,2264685
OK,40125,18,37503,32907,36327,2281912
OK,40127,1,1,482,0,132
OK,40127,2,542,702,130,95545
OK,40127,3,2139,994,1098,422715
OK,40127,4,3460,1357,1721,776689
OK,40127,5,4149,1776,2261,1218967
OK,40127,6,4149,2217,2493,1373133
OK,40127,7,4149,2639,2623,1526640
OK,40127,8,4149,3008,2713,1594799
OK,40127,9,4149,3306,2920,1741896
OK,40127,10,4177,3532,3315,1887145
OK,40127,11,4199,3694,3591,1983104
OK,40127,12,4199,3807,3684,2042487
OK,40127,13,4307,3883,3775,2119215
OK,40127,14,4404,3934,3893,2183804
OK,40127,15,4456,3968,3936,2217212
OK,40127,16,4492,3990,3991,2239391
OK,40127,17,4540,4004,4013,2264685
OK,40127,18,4573,4013,4029,2281912
OK,40129,1,1,59,0,132
OK,40129,2,78,101,39,95545
OK,40129,3,359,167,446,422715
OK,40129,4,685,269,651,776689
OK,40129,5,1119,410,831,1218967
OK,40129,6,1251,584,892,1373133
OK,40129,7,1317,770,934,1526640
OK,40129,8,1317,940,955,1594799
OK,40129,9,1347,1074,1009,1741896
OK,40129,10,1382,1169,1128,1887145
OK,40129,11,1399,1231,1177,1983104
OK,40129,12,1405,1270,1210,2042487
OK,40129,13,1433,1292,1240,2119215
OK,40129,14,1462,1306,1268,2183804
OK,40129,15,1474,1313,1283,2217212
OK,40129,16,1484,1318,1301,2239391
OK,40129,17,1496,1320,1317,2264685
OK,40129,18,1506,1322,1329,2281912
OK,40131,1,1,862,0,132
OK,40131,2,1147,1486,1595,95545
OK,40131,3,5458,2536,8104,422715
OK,40131,4,10834,4249,15329,776689
OK,40131,5,18885,6919,23714,1218967
OK,40131,6,23111,10788,26503,1373133
OK,40131,7,27632,15850,29372,1526640
OK,40131,8,27632,21651,30659,1594799
OK,40131,9,34351,27371,33916,1741896
OK,40131,10,38119,32232,36751,1887145
OK,40131,11,40777,35870,38430,1983104
OK,40131,12,42438,38341,39521,2042487
OK,40131,13,44268,39911,40883,2119215
OK,40131,14,45756,40866,42007,2183804
OK,40131,15,46530,41432,42556,2217212
OK,40131,16,47026,41763,42955,2239391
OK,40131,17,47575,41954,43356,2264685
OK,40131,18,47939,42064,43600,2281912
OK,40133,1,2,924,0,132
OK,40133,2,1097,1422,541,95545
OK,40133,3,4597,2136,2849,422715
OK,40133,4,7891,3095,4822,776689
OK,40133,5,11463,4286,7174,1218967
OK,40133,6,11463,5624,7871,1373133
OK,40133,7,11463,6970,8540,1526640
OK,40133,8,11463,8180,8918,1594799
OK,40133,9,11463,9164,9789,1741896
OK,40133,10,11709,9901,10901,1887145
OK,40133,11,11843,10418,11418,1983104
OK,40133,12,11916,10766,11690,2042487
OK,40133,13,12194,10994,12032,2119215
OK,40133,14,12471,11139,12328,2183804
OK,40133,15,12613,11231,12506,2217212
OK,40133,16,12710,11288,12671,2239391
OK,40133,17,12841,11324,12800,2264685
OK,40133,18,12930,11346,12889,2281912
OK,40135,1,2,1199,0,132
OK,40135,2,1380,1788,585,95545
OK,40135,3,5632,2617,3288,422715
OK,40135,4,9526,3736,6048,776689
OK,40135,5,14076,5157,9050,1218967
OK,40135,6,14635,6836,9992,1373133
OK,40135,7,14635,8653,10941,1526640
OK,40135,8,14635,10444,11442,1594799
OK,40135,9,15126,12053,12523,1741896
OK,40135,10,15828,13384,13940,1887145
OK,40135,11,16382,14411,14583,1983104
OK,40135,12,16781,15161,15005,2042487
OK,40135,13,17399,15687,15628,2119215
OK,40135,14,17967,16047,16170,2183804
OK,40135,15,18292,16288,16442,2217212
OK,40135,16,18520,16448,16622,2239391
OK,40135,17,18770,16552,16885,2264685
OK,40135,18,18941,16620,17027,2281912
OK,40137,1,2,1432,0,132
OK,40137,2,1785,2314,1428,95545
OK,40137,3,7800,3624,5507,422715
OK,40137,4,13847,5431,9249,776689
OK,40137,5,20006,7679,12286,1218967
OK,40137,6,20006,10146,13577,1373133
OK,40137,7,20006,12506,14552,1526640
OK,40137,8,20006,14486,15093,1594799
OK,40137,9,20006,15971,16162,1741896
OK,40137,10,20006,16995,17564,1887145
OK,40137,11,20006,17660,18356,1983104
OK,40137,12,20006,18075,18825,2042487
OK,40137,13,20329,18328,19434,2119215
OK,40137,14,20691,18480,19939,2183804
OK,40137,15,20856,18571,20194,2217212
OK,40137,16,20971,18624,20419,2239391
OK,40137,17,21155,18656,20566,2264685
OK,40137,18,21282,18674,20715,2281912
OK,40139,1,1,839,0,132
OK,40139,2,976,1265,117,95545
OK,40139,3,3992,1855,1299,422715
OK,40139,4,6667,2615,2432,776689
OK,40139,5,8543,3513,4150,1218967
OK,40139,6,8543,4472,5394,1373133
OK,40139,7,8543,5390,5849,1526640
OK,40139,8,8543,6182,6104,1594799
OK,40139,9,8543,6807,6618,1741896
OK,40139,10,8592,7265,7190,1887145
OK,40139,11,8620,7583,7751,1983104
OK,40139,12,8629,7796,8020,2042487
OK,40139,13,8802,7936,8313,2119215
OK,40139,14,8985,8025,8564,2183804
OK,40139,15,9076,8082,8753,2217212
OK,40139,16,9141,8118,8857,2239391
OK,40139,17,9231,8141,8929,2264685
OK,40139,18,9294,8155,8995,2281912
OK,40141,1,1,304,0,132
OK,40141,2,350,453,161,95545
OK,40141,3,1418,659,829,422715
OK,40141,4,2366,928,1454,776689
OK,40141,5,3225,1253,2031,1218967
OK,40141,6,3225,1613,2240,1373133
OK,40141,7,3225,1974,2373,1526640
OK,40141,8,3225,2302,2477,1594799
OK,40141,9,3230,2574,2665,1741896
OK,40141,10,3291,2783,2922,1887145
OK,40141,11,3337,2936,3202,1983104
OK,40141,12,3337,3041,3310,2042487
OK,40141,13,3452,3113,3408,2119215
OK,40141,14,3538,3160,3514,2183804
OK,40141,15,3583,3191,3566,2217212
OK,40141,16,3615,3211,3609,2239391
OK,40141,17,3656,3224,3631,2264685
OK,40141,18,3683,3232,3651,2281912
OK,40143,1,10,9010,0,132
OK,40143,2,11988,15541,14669,95545
OK,40143,3,56952,26461,67444,422715
OK,40143,4,112461,44108,130059,776689
OK,40143,5,194090,71107,214580,1218967
OK,40143,6,233798,109143,242033,1373133
OK,40143,7,273574,156941,274972,1526640
OK,40143,8,292939,209069,287510,1594799
OK,40143,9,318423,257827,316291,1741896
OK,40143,10,351556,297302,341288,1887145
OK,40143,11,370172,325693,355836,1983104
OK,40143,12,381229,344420,365446,2042487
OK,40143,13,394898,356076,379607,2119215
OK,40143,14,406515,363072,389384,2183804
OK,40143,15,412352,367179,395350,2217212
OK,40143,16,416135,369559,398839,2239391
OK,40143,17,420633,370928,403691,2264685
OK,40143,18,423629,371712,407306,2281912
OK,40145,1,1,716,0,132
OK,40145,2,958,1241,1555,95545
OK,40145,3,4580,2128,6841,422715
OK,40145,4,9151,3589,13381,776689
OK,40145,5,16066,5886,21234,1218967
OK,40145,6,19829,9256,23440,1373133
OK,40145,7,23933,13728,26181,1526640
OK,40145,8,26526,18929,27250,1594799
OK,40145,9,26526,24128,29943,1741896
OK,40145,10,33819,28596,32687,1887145
OK,40145,11,36334,31962,34209,1983104
OK,40145,12,37917,34256,35189,2042487
OK,40145,13,39613,35714,36371,2119215
OK,40145,14,40979,36600,37263,2183804
OK,40145,15,41692,37124,37773,2217212
OK,40145,16,42146,37429,38062,2239391
OK,40145,17,42643,37604,38447,2264685
OK,40145,18,42971,37705,38713,2281912
OK,40147,1,1,583,0,132
OK,40147,2,792,1026,694,95545
OK,40147,3,3826,1778,3904,422715
OK,40147,4,7664,3006,7838,776689
OK,40147,5,13339,4887,12154,1218967
OK,40147,6,16071,7502,13429,1373133
OK,40147,7,18638,10691,15089,1526640
OK,40147,8,19630,14008,15922,1594799
OK,40147,9,21256,16937,17322,1741896
OK,40147,10,22671,19170,18766,1887145
OK,40147,11,23521,20691,19694,1983104
OK,40147,12,23960,21647,20356,2042487
OK,40147,13,24646,22220,21306,2119215
OK,40147,14,25250,22552,21860,2183804
OK,40147,15,25540,22742,22174,2217212
OK,40147,16,25728,22849,22334,2239391
OK,40147,17,25978,22909,22649,2264685
OK,40147,18,26147,22943,22893,2281912
OK,40149,1,1,169,0,132
OK,40149,2,221,286,309,95545
OK,40149,3,1022,475,1133,422715
OK,40149,4,1948,764,1917,776689
OK,40149,5,3207,1175,2505,1218967
OK,40149,6,3641,1700,2803,1373133
OK,40149,7,3988,2288,2988,1526640
OK,40149,8,3988,2853,3104,1594799
OK,40149,9,4174,3326,3339,1741896
OK,40149,10,4347,3676,3618,1887145
OK,40149,11,4447,3912,3861,1983104
OK,40149,12,4447,4062,3976,2042487
OK,40149,13,4606,4153,4080,2119215
OK,40149,14,4710,4207,4167,2183804
OK,40149,15,4760,4239,4219,2217212
OK,40149,16,4794,4258,4261,2239391
OK,40149,17,4841,4269,4287,2264685
OK,40149,18,4872,4275,4315,2281912
OK,40151,1,1,126,0,132
OK,40151,2,169,218,130,95545
OK,40151,3,794,369,1064,422715
OK,40151,4,1547,607,1616,776689
OK,40151,5,2598,952,2255,1218967
OK,40151,6,3005,1403,2409,1373133
OK,40151,7,3336,1914,2569,1526640
OK,40151,8,3378,2411,2660,1594799
OK,40151,9,3544,2824,2852,1741896
OK,40151,10,3698,3127,3099,1887145
OK,40151,11,3784,3329,3286,1983104
OK,40151,12,3784,3454,3369,2042487
OK,40151,13,3915,3530,3487,2119215
OK,40151,14,4000,3573,3566,2183804
OK,40151,15,4041,3599,3605,2217212
OK,40151,16,4068,3613,3640,2239391
OK,40151,17,4106,3621,3657,2264685
OK,40151,18,4132,3626,3683,2281912
OK,40153,1,1,645,0,132
OK,40153,2,807,1045,430,95545
OK,40153,3,3521,1636,1913,422715
OK,40153,4,6216,2438,3384,776689
OK,40153,5,8296,3412,4606,1218967
OK,40153,6,8296,4447,5068,1373133
OK,40153,7,8296,5402,5509,1526640
OK,40153,8,8296,6174,5722,1594799
OK,40153,9,8296,6734,6113,1741896
OK,40153,10,8296,7110,6606,1887145
OK,40153,11,8296,7349,6963,1983104
OK,40153,12,8296,7495,7136,2042487
OK,40153,13,8411,7583,7360,2119215
OK,40153,14,8549,7636,7501,2183804
OK,40153,15,8610,7667,7583,2217212
OK,40153,16,8653,7685,7655,2239391
OK,40153,17,8726,7695,7707,2264685
OK,40153,18,8776,7701,7751,2281912
OR,41001,1,0,484,0,11
OR,41001,2,1109,998,267,82796
OR,41001,3,5031,1934,1265,366394
OR,41001,4,9250,3376,5767,724495
OR,41001,5,9250,5111,7842,1292509
OR,41001,6,9250,6672,8947,1934371
OR,41001,7,9250,7750,9505,2270981
OR,41001,8,9250,8365,9742,2364440
OR,41001,9,9250,8678,10016,2452857
OR,41001,10,9250,8829,10414,2566668
OR,41001,11,9250,8899,10723,2652286
OR,41001,12,9250,8932,10876,2701913
OR,41001,13,9472,8947,11074,2805578
OR,41001,14,9598,8953,11192,2862932
OR,41001,15,9681,8956,11245,2897802
OR,41001,16,9730,8958,11298,2917435
OR,41001,17,9786,8958,11332,2936965
OR,41001,18,9832,8959,11375,2952010
OR,41003,1,0,264,0,11
OR,41003,2,695,625,1585,82796
OR,41003,3,3829,1472,8554,366394
OR,41003,4,9424,3406,19150,724495
OR,41003,5,21146,7580,33131,1292509
OR,41003,6,40193,15586,51822,1934371
OR,41003,7,55887,27968,57809,2270981
OR,41003,8,59428,41934,59451,2364440
OR,41003,9,63311,53036,60782,2452857
OR,41003,10,65199,59656,62599,2566668
OR,41003,11,66075,62951,63885,2652286
OR,41003,12,66741,64442,64582,2701913
OR,41003,13,68909,65089,67089,2805578
OR,41003,14,70075,65364,68267,2862932
OR,41003,15,70783,65480,68939,2897802
OR,41003,16,71182,65529,69306,2917435
OR,41003,17,71609,65549,69709,2936965
OR,41003,18,71950,65558,70032,2952010
OR,41005,1,0,2539,0,11
OR,41005,2,6186,5563,7738,82796
OR,41005,3,31289,12027,34930,366394
OR,41005,4,69964,25284,64560,724495
OR,41005,5,140371,50317,119972,1292509
OR,41005,6,234565,90959,183767,1934371
OR,41005,7,273703,143136,224686,2270981
OR,41005,8,273703,193136,233628,2364440
OR,41005,9,273703,229281,242153,2452857
OR,41005,10,273703,250434,251713,2566668
OR,41005,11,274281,261313,259108,2652286
OR,41005,12,276050,266539,263635,2701913
OR,41005,13,284756,268967,275325,2805578
OR,41005,14,289538,270077,281454,2862932
OR,41005,15,292495,270581,284849,2897802
OR,41005,16,294171,270809,286521,2917435
OR,41005,17,295960,270912,288475,2936965
OR,41005,18,297380,270959,289955,2952010
OR,41007,1,0,503,0,11
OR,41007,2,1135,1021,770,82796
OR,41007,3,5278,2029,2476,366394
OR,41007,4,10708,3870,5638,724495
OR,41007,5,19196,6881,11207,1292509
OR,41007,6,25336,11009,17466,1934371
OR,41007,7,25336,15489,20165,2270981
OR,41007,8,25336,19270,20986,2364440
OR,41007,9,25336,21839,21900,2452857
OR,41007,10,25336,23340,23380,2566668
OR,41007,11,25337,24139,24277,2652286
OR,41007,12,25420,24544,24698,2701913
OR,41007,13,26197,24745,25458,2805578
OR,41007,14,26632,24842,26028,2862932
OR,41007,15,26906,24890,26360,2897802
OR,41007,16,27061,24913,26527,2917435
OR,41007,17,27228,24924,26822,2936965
OR,41007,18,27359,24929,26985,2952010
OR,41009,1,0,268,0,11
OR,41009,2,604,544,521,82796
OR,41009,3,2851,1096,2934,366394
OR,41009,4,5990,2165,6959,724495
OR,41009,5,11524,4131,13077,1292509
OR,41009,6,19114,7412,19807,1934371
OR,41009,7,24170,12096,23988,2270981
OR,41009,8,24779,17485,25115,2364440
OR,41009,9,26663,22336,26356,2452857
OR,41009,10,28230,25830,27736,2566668
OR,41009,11,29351,27963,28903,2652286
OR,41009,12,30176,29136,29488,2701913
OR,41009,13,31491,29745,30235,2805578
OR,41009,14,32216,30051,31124,2862932
OR,41009,15,32648,30202,31515,2897802
OR,41009,16,32889,30277,31681,2917435
OR,41009,17,33115,30313,31957,2936965
OR,41009,18,33288,30331,32131,2952010
OR,41011,1,0,1157,0,11
OR,41011,2,2494,2243,866,82796
OR,41011,3,10979,4220,3793,366394
OR,41011,4,20844,7533,7983,724495
OR,41011,5,34560,12388,17670,1292509
OR,41011,6,35364,18262,24871,1934371
OR,41011,7,35364,23926,28000,2270981
OR,41011,8,35364,28308,29277,2364440
OR,41011,9,35364,31157,30491,2452857
OR,41011,10,35364,32805,32444,2566668
OR,41011,11,35366,33694,33940,2652286
OR,41011,12,35376,34157,34736,2701913
OR,41011,13,36411,34392,35591,2805578
OR,41011,14,36998,34511,36212,2862932
OR,41011,15,37371,34571,36539,2897802
OR,41011,16,37585,34600,36756,2917435
OR,41011,17,37815,34615,37000,2936965
OR,41011,18,37999,34623,37165,2952010
OR,41013,1,0,623,0,11
OR,41013,2,1226,1103,210,82796
OR,41013,3,4917,1890,1825,366394
OR,41013,4,8500,3072,3548,724495
OR,41013,5,11649,4637,6188,1292509
OR,41013,6,11649,6395,8081,1934371
OR,41013,7,11649,8039,9187,2270981
OR,41013,8,11649,9333,9682,2364440
OR,41013,9,11649,10222,10132,2452857
OR,41013,10,11649,10775,10803,2566668
OR,41013,11,11649,11099,11331,2652286
OR,41013,12,11684,11282,11581,2701913
OR,41013,13,12052,11384,11863,2805578
OR,41013,14,12263,11439,12146,2862932
OR,41013,15,12398,11469,12319,2897802
OR,41013,16,12476,11486,12398,2917435
OR,41013,17,12557,11495,12466,2936965
